image_id,label
train_0.png,Pasture
train_1.png,Industrial
train_2.png,PermanentCrop
train_3.png,Industrial
train_4.png,PermanentCrop
train_5.png,Industrial
train_6.png,River
train_7.png,Industrial
train_8.png,PermanentCrop
train_9.png,Highway
train_10.png,Forest
train_11.png,HerbaceousVegetation
train_12.png,Highway
train_13.png,AnnualCrop
train_14.png,SeaLake
train_15.png,Forest
train_16.png,SeaLake
train_17.png,AnnualCrop
train_18.png,Residential
train_19.png,Residential
train_20.png,River
train_21.png,Highway
train_22.png,Industrial
train_23.png,Forest
train_24.png,Forest
train_25.png,Industrial
train_26.png,SeaLake
train_27.png,Highway
train_28.png,Pasture
train_29.png,AnnualCrop
train_30.png,PermanentCrop
train_31.png,Forest
train_32.png,SeaLake
train_33.png,HerbaceousVegetation
train_34.png,PermanentCrop
train_35.png,Pasture
train_36.png,Pasture
train_37.png,River
train_38.png,HerbaceousVegetation
train_39.png,HerbaceousVegetation
train_40.png,Industrial
train_41.png,Residential
train_42.png,Highway
train_43.png,HerbaceousVegetation
train_44.png,River
train_45.png,Industrial
train_46.png,AnnualCrop
train_47.png,Industrial
train_48.png,River
train_49.png,SeaLake
train_50.png,SeaLake
train_51.png,HerbaceousVegetation
train_52.png,HerbaceousVegetation
train_53.png,River
train_54.png,Forest
train_55.png,SeaLake
train_56.png,Industrial
train_57.png,Industrial
train_58.png,SeaLake
train_59.png,PermanentCrop
train_60.png,HerbaceousVegetation
train_61.png,AnnualCrop
train_62.png,Forest
train_63.png,Forest
train_64.png,Industrial
train_65.png,SeaLake
train_66.png,Residential
train_67.png,Highway
train_68.png,SeaLake
train_69.png,Forest
train_70.png,Pasture
train_71.png,River
train_72.png,Highway
train_73.png,SeaLake
train_74.png,Forest
train_75.png,Highway
train_76.png,AnnualCrop
train_77.png,PermanentCrop
train_78.png,Industrial
train_79.png,HerbaceousVegetation
train_80.png,Forest
train_81.png,Industrial
train_82.png,SeaLake
train_83.png,Highway
train_84.png,PermanentCrop
train_85.png,Residential
train_86.png,Industrial
train_87.png,Industrial
train_88.png,River
train_89.png,AnnualCrop
train_90.png,AnnualCrop
train_91.png,PermanentCrop
train_92.png,Pasture
train_93.png,AnnualCrop
train_94.png,HerbaceousVegetation
train_95.png,SeaLake
train_96.png,Highway
train_97.png,Forest
train_98.png,HerbaceousVegetation
train_99.png,HerbaceousVegetation
train_100.png,River
train_101.png,PermanentCrop
train_102.png,Industrial
train_103.png,Industrial
train_104.png,Highway
train_105.png,Forest
train_106.png,HerbaceousVegetation
train_107.png,HerbaceousVegetation
train_108.png,HerbaceousVegetation
train_109.png,Highway
train_110.png,Industrial
train_111.png,HerbaceousVegetation
train_112.png,SeaLake
train_113.png,HerbaceousVegetation
train_114.png,Residential
train_115.png,Highway
train_116.png,Pasture
train_117.png,Residential
train_118.png,Residential
train_119.png,AnnualCrop
train_120.png,Residential
train_121.png,River
train_122.png,Highway
train_123.png,PermanentCrop
train_124.png,Highway
train_125.png,HerbaceousVegetation
train_126.png,PermanentCrop
train_127.png,SeaLake
train_128.png,SeaLake
train_129.png,HerbaceousVegetation
train_130.png,Highway
train_131.png,SeaLake
train_132.png,Residential
train_133.png,Industrial
train_134.png,HerbaceousVegetation
train_135.png,HerbaceousVegetation
train_136.png,River
train_137.png,AnnualCrop
train_138.png,SeaLake
train_139.png,Residential
train_140.png,Industrial
train_141.png,Forest
train_142.png,AnnualCrop
train_143.png,Highway
train_144.png,River
train_145.png,Forest
train_146.png,AnnualCrop
train_147.png,PermanentCrop
train_148.png,Forest
train_149.png,Pasture
train_150.png,River
train_151.png,Forest
train_152.png,Highway
train_153.png,Pasture
train_154.png,Forest
train_155.png,SeaLake
train_156.png,Highway
train_157.png,Highway
train_158.png,Pasture
train_159.png,Residential
train_160.png,AnnualCrop
train_161.png,Forest
train_162.png,SeaLake
train_163.png,Highway
train_164.png,PermanentCrop
train_165.png,HerbaceousVegetation
train_166.png,River
train_167.png,Residential
train_168.png,AnnualCrop
train_169.png,SeaLake
train_170.png,River
train_171.png,PermanentCrop
train_172.png,Industrial
train_173.png,Forest
train_174.png,AnnualCrop
train_175.png,Pasture
train_176.png,Pasture
train_177.png,PermanentCrop
train_178.png,AnnualCrop
train_179.png,Industrial
train_180.png,AnnualCrop
train_181.png,Forest
train_182.png,Residential
train_183.png,Residential
train_184.png,AnnualCrop
train_185.png,Forest
train_186.png,Forest
train_187.png,Industrial
train_188.png,Forest
train_189.png,River
train_190.png,PermanentCrop
train_191.png,PermanentCrop
train_192.png,River
train_193.png,HerbaceousVegetation
train_194.png,Residential
train_195.png,AnnualCrop
train_196.png,Forest
train_197.png,AnnualCrop
train_198.png,Pasture
train_199.png,Pasture
train_200.png,River
train_201.png,River
train_202.png,Pasture
train_203.png,Industrial
train_204.png,HerbaceousVegetation
train_205.png,AnnualCrop
train_206.png,SeaLake
train_207.png,Forest
train_208.png,Industrial
train_209.png,AnnualCrop
train_210.png,Forest
train_211.png,SeaLake
train_212.png,Forest
train_213.png,Pasture
train_214.png,Residential
train_215.png,River
train_216.png,HerbaceousVegetation
train_217.png,PermanentCrop
train_218.png,River
train_219.png,River
train_220.png,Forest
train_221.png,Residential
train_222.png,Pasture
train_223.png,Pasture
train_224.png,HerbaceousVegetation
train_225.png,Industrial
train_226.png,HerbaceousVegetation
train_227.png,AnnualCrop
train_228.png,Pasture
train_229.png,SeaLake
train_230.png,Forest
train_231.png,Highway
train_232.png,Residential
train_233.png,Highway
train_234.png,Forest
train_235.png,Highway
train_236.png,Forest
train_237.png,Pasture
train_238.png,AnnualCrop
train_239.png,Forest
train_240.png,Pasture
train_241.png,HerbaceousVegetation
train_242.png,SeaLake
train_243.png,PermanentCrop
train_244.png,Forest
train_245.png,River
train_246.png,Residential
train_247.png,Pasture
train_248.png,Industrial
train_249.png,Residential
train_250.png,Pasture
train_251.png,River
train_252.png,Pasture
train_253.png,Forest
train_254.png,Forest
train_255.png,Industrial
train_256.png,AnnualCrop
train_257.png,Pasture
train_258.png,River
train_259.png,Highway
train_260.png,Industrial
train_261.png,Forest
train_262.png,River
train_263.png,Highway
train_264.png,Highway
train_265.png,River
train_266.png,AnnualCrop
train_267.png,Highway
train_268.png,Highway
train_269.png,River
train_270.png,SeaLake
train_271.png,SeaLake
train_272.png,Residential
train_273.png,PermanentCrop
train_274.png,HerbaceousVegetation
train_275.png,Industrial
train_276.png,Forest
train_277.png,River
train_278.png,SeaLake
train_279.png,HerbaceousVegetation
train_280.png,AnnualCrop
train_281.png,Forest
train_282.png,Highway
train_283.png,Industrial
train_284.png,PermanentCrop
train_285.png,Residential
train_286.png,Industrial
train_287.png,Forest
train_288.png,Highway
train_289.png,Forest
train_290.png,Residential
train_291.png,River
train_292.png,Forest
train_293.png,AnnualCrop
train_294.png,Pasture
train_295.png,River
train_296.png,AnnualCrop
train_297.png,PermanentCrop
train_298.png,PermanentCrop
train_299.png,Forest
train_300.png,River
train_301.png,HerbaceousVegetation
train_302.png,Residential
train_303.png,Forest
train_304.png,Highway
train_305.png,Highway
train_306.png,PermanentCrop
train_307.png,River
train_308.png,PermanentCrop
train_309.png,Residential
train_310.png,Highway
train_311.png,Residential
train_312.png,Highway
train_313.png,Forest
train_314.png,PermanentCrop
train_315.png,Pasture
train_316.png,SeaLake
train_317.png,PermanentCrop
train_318.png,Industrial
train_319.png,AnnualCrop
