image_id,label
test_0.png,Highway
test_1.png,Pasture
test_2.png,River
test_3.png,PermanentCrop
test_4.png,Highway
test_5.png,AnnualCrop
test_6.png,Highway
test_7.png,Highway
test_8.png,Forest
test_9.png,Industrial
test_10.png,Residential
test_11.png,River
test_12.png,SeaLake
test_13.png,Highway
test_14.png,Highway
test_15.png,SeaLake
test_16.png,River
test_17.png,Industrial
test_18.png,River
test_19.png,River
test_20.png,Residential
test_21.png,PermanentCrop
test_22.png,Highway
test_23.png,Industrial
test_24.png,Pasture
test_25.png,Industrial
test_26.png,Highway
test_27.png,PermanentCrop
test_28.png,AnnualCrop
test_29.png,Pasture
test_30.png,AnnualCrop
test_31.png,Forest
test_32.png,Forest
test_33.png,Residential
test_34.png,SeaLake
test_35.png,Residential
test_36.png,Residential
test_37.png,Forest
test_38.png,Industrial
test_39.png,PermanentCrop
test_40.png,Highway
test_41.png,Pasture
test_42.png,Residential
test_43.png,SeaLake
test_44.png,AnnualCrop
test_45.png,AnnualCrop
test_46.png,SeaLake
test_47.png,AnnualCrop
test_48.png,HerbaceousVegetation
test_49.png,PermanentCrop
test_50.png,Pasture
test_51.png,Industrial
test_52.png,Forest
test_53.png,SeaLake
test_54.png,River
test_55.png,PermanentCrop
test_56.png,HerbaceousVegetation
test_57.png,Pasture
test_58.png,Highway
test_59.png,Residential
test_60.png,Highway
test_61.png,Industrial
test_62.png,Residential
test_63.png,Forest
test_64.png,Pasture
test_65.png,River
test_66.png,PermanentCrop
test_67.png,HerbaceousVegetation
test_68.png,Industrial
test_69.png,Forest
test_70.png,PermanentCrop
test_71.png,SeaLake
test_72.png,Forest
test_73.png,PermanentCrop
test_74.png,Highway
test_75.png,Pasture
test_76.png,PermanentCrop
test_77.png,HerbaceousVegetation
test_78.png,Residential
test_79.png,Forest
test_80.png,PermanentCrop
test_81.png,AnnualCrop
test_82.png,Pasture
test_83.png,SeaLake
test_84.png,Highway
test_85.png,Forest
test_86.png,Highway
test_87.png,SeaLake
test_88.png,Residential
test_89.png,Pasture
test_90.png,Residential
test_91.png,HerbaceousVegetation
test_92.png,Pasture
test_93.png,PermanentCrop
test_94.png,Highway
test_95.png,River
test_96.png,HerbaceousVegetation
test_97.png,PermanentCrop
test_98.png,Highway
test_99.png,AnnualCrop
test_100.png,PermanentCrop
test_101.png,HerbaceousVegetation
test_102.png,Pasture
test_103.png,Forest
test_104.png,Forest
test_105.png,Industrial
test_106.png,HerbaceousVegetation
test_107.png,SeaLake
test_108.png,Highway
test_109.png,Industrial
test_110.png,Industrial
test_111.png,River
test_112.png,HerbaceousVegetation
test_113.png,Residential
test_114.png,Forest
test_115.png,Highway
test_116.png,HerbaceousVegetation
test_117.png,Pasture
test_118.png,River
test_119.png,AnnualCrop
test_120.png,Forest
test_121.png,Highway
test_122.png,Pasture
test_123.png,AnnualCrop
test_124.png,Forest
test_125.png,River
test_126.png,Highway
test_127.png,HerbaceousVegetation
test_128.png,Industrial
test_129.png,SeaLake
test_130.png,Forest
test_131.png,Residential
test_132.png,HerbaceousVegetation
test_133.png,Residential
test_134.png,River
test_135.png,Residential
test_136.png,Highway
test_137.png,Highway
test_138.png,PermanentCrop
test_139.png,PermanentCrop
test_140.png,Residential
test_141.png,PermanentCrop
test_142.png,Residential
test_143.png,Pasture
test_144.png,SeaLake
test_145.png,Highway
test_146.png,AnnualCrop
test_147.png,SeaLake
test_148.png,Industrial
test_149.png,Industrial
test_150.png,AnnualCrop
test_151.png,Residential
test_152.png,River
test_153.png,Industrial
test_154.png,Residential
test_155.png,River
test_156.png,HerbaceousVegetation
test_157.png,SeaLake
test_158.png,PermanentCrop
test_159.png,AnnualCrop
test_160.png,HerbaceousVegetation
test_161.png,Pasture
test_162.png,AnnualCrop
test_163.png,Forest
test_164.png,Industrial
test_165.png,Residential
test_166.png,HerbaceousVegetation
test_167.png,Highway
test_168.png,Residential
test_169.png,River
test_170.png,AnnualCrop
test_171.png,Pasture
test_172.png,Pasture
test_173.png,Residential
test_174.png,Industrial
test_175.png,River
test_176.png,Forest
test_177.png,Residential
test_178.png,Forest
test_179.png,HerbaceousVegetation
test_180.png,Residential
test_181.png,Forest
test_182.png,SeaLake
test_183.png,River
test_184.png,Pasture
test_185.png,Forest
test_186.png,Residential
test_187.png,Industrial
